TONGUE TWISTER,Thing,11/23/84 (#250),R2
ANIMAL VEGETABLE OR MINERAL,Phrase,11/23/84 (#250),R3
ANIMAL VEGETABLE OR MINERAL,Phrase,11/23/84 (#250),R3
SCUTTLEBUTT,Phrase,11/26/84 (#251)*,R1
YOU HAVE THE RIGHT TO REMAIN SILENT,Phrase,11/26/84 (#251)*,R2
LEONARD NIMOY,Person,11/26/84 (#251)*,R3
LEONARD NIMOY,Person,11/26/84 (#251)*,R3
PUTTING TWO AND TWO TOGETHER,Phrase,11/27/84 (#252)*,R1
RUSH-HOUR TRAFFIC,Thing,11/27/84 (#252)*,R2
STEPHANIE POWERS,Person,11/27/84 (#252)*,R3
MEMPHIS TENNESSEE,Place,11/27/84 (#252)*,R4
MEMPHIS TENNESSEE,Place,11/27/84 (#252)*,R4
I PLEDGE ALLEGIANCE TO THE FLAG,Quotation,11/28/84 (#253)*,R1
WARREN BEATTY,Person,11/28/84 (#253)*,R2
DON'T LET THE BEDBUGS BITE,Phrase,11/28/84 (#253)*,R3
DON'T LET THE BEDBUGS BITE,Phrase,11/28/84 (#253)*,R3
BACKWARD GLANCE,Thing,12/3/84 (#256)*,R1
CATCH-AS-CATCH-CAN,Phrase,12/3/84 (#256)*,R2
ALCOHOLICS ANONYMOUS,People,12/3/84 (#256)*,R3
GENERATION GAP,Phrase,12/3/84 (#256)*,R4
GENERATION GAP,Phrase,12/3/84 (#256)*,R4
CREAM OF MUSHROOM SOUP,Thing,12/4/84 (#257)*,R1
PRESIDENTIAL INAUGURATION,Even,12/4/84 (#257)*,R2
KEEP UP THE GOOD WORK,Phrase,12/4/84 (#257)*,R3
KEEP UP THE GOOD WORK,Phrase,12/4/84 (#257)*,R3
BIGGER AND BETTER,Phrase,12/19/84 (#268),R1
SOUTHERN HOSPITALITY,Phrase,12/19/84 (#268),R2
NOTHING TO WRITE HOME ABOUT,Phrase,12/19/84 (#268),R3
DINNER RESERVATIONS,Things,12/19/84 (#268),R4
DINNER RESERVATIONS,Things,12/19/84 (#268),R4
WAS IT SOMETHING I SAID,Phrase,1/7/85 (#276)*,R1
FASHION PLATE,Person,1/7/85 (#276)*,R2
DUE TO CIRCUMSTANCES BEYOND MY CONTROL,Phrase,1/7/85 (#276)*,R3
DUE TO CIRCUMSTANCES BEYOND MY CONTROL,Phrase,1/7/85 (#276)*,R3
NOTHING TO SNEEZE AT,Phrase,1/8/85 (#277)*,R1
LONG-STEMMED ROSES,Things,1/8/85 (#277)*,R2
THE LIFE OF THE PARTY,Person,1/8/85 (#277)*,R3
CREDIT CARDS,Things,1/8/85 (#277)*,R4
CREDIT CARDS,Things,1/8/85 (#277)*,R4
OVER THE RIVER AND THROUGH THE WOODS,Quotation,1/9/85 (#278)*,R1
CABINET MEETING,Even,1/9/85 (#278)*,R2
ANGEL FOOD CAKE,Thing,1/9/85 (#278)*,R3
FAYE DUNAWAY,Person,1/9/85 (#278)*,R4
FAYE DUNAWAY,Person,1/9/85 (#278)*,R4
BEING IN THE RIGHT PLACE AT THE RIGHT TIME,Phrase,1/17/85 (#284),R1
LEMON MERINGUE PIE,Thing,1/17/85 (#284),R2
OFF THE TOP OF MY HEAD,Phrase,1/17/85 (#284),R3
OFF THE TOP OF MY HEAD,Phrase,1/17/85 (#284),R3
MICHELE LEE,Person,1/18/85 (#285)*,R1
DEVIL'S FOOD CAKE,Thing,1/18/85 (#285)*,R2
WILD-GOOSE CHASE,Phrase,1/18/85 (#285)*,R3
WILD-GOOSE CHASE,Phrase,1/18/85 (#285)*,R3
BLIND DATE,Even,1/21/85 (#286)*,R1
GOING AGAINST THE GRAIN,Phrase,1/21/85 (#286)*,R2
CAPTAIN OF THE FOOTBALL TEAM,Person,1/21/85 (#286)*,R3
CAPTAIN OF THE FOOTBALL TEAM,Person,1/21/85 (#286)*,R3
SURPRISE BIRTHDAY PARTY,Even,1/22/85 (#287)*,R1
YOU'RE MAKING ME NERVOUS,Phrase,1/22/85 (#287)*,R2
HAVING THE TIME OF MY LIFE,Phrase,1/22/85 (#287)*,R3
SALT LAKE CITY UTAH,Place,1/22/85 (#287)*,R4
SALT LAKE CITY UTAH,Place,1/22/85 (#287)*,R4
A CHIP OFF THE OLD BLOCK,Phrase,1/23/85 (#288)*,R1
BRUCE SPRINGSTEEN,Person,1/23/85 (#288)*,R2
SMALL CRAFT WARNING,Thing,1/23/85 (#288)*,R3
RETURN ADDRESS,Thing,1/23/85 (#288)*,R4
RETURN ADDRESS,Thing,1/23/85 (#288)*,R4
I'LL BE THERE WITH BELLS ON,Phrase,2/1/85 (#295)*,R1
OPERATING TABLE,Thing,2/1/85 (#295)*,R2
GET IT OFF YOUR CHEST,Phrase,2/1/85 (#295)*,R3
THE NATIONAL GUARD,People,2/1/85 (#295)*,R4
THE NATIONAL GUARD,People,2/1/85 (#295)*,R4
SWEET LAND OF LIBERTY,Quotation,2/4/85 (#296)*,R1
WEDDING GOWN,Thing,2/4/85 (#296)*,R2
ACADEMY AWARD NOMINATION,Thing,2/4/85 (#296)*,R3
FIT TO BE TIED,Phrase,2/4/85 (#296)*,R4
FIT TO BE TIED,Phrase,2/4/85 (#296)*,R4
SPEED LIMIT,Thing,2/5/85 (#297)*,R1
MONEY DOESN'T GROW ON TREES,Phrase,2/5/85 (#297)*,R2
BACK TO THE DRAWING BOARD,Phrase,2/5/85 (#297)*,R3
GOSPEL SINGERS,People,2/5/85 (#297)*,R4
GOSPEL SINGERS,People,2/5/85 (#297)*,R4
FOUR-POSTER BED,Thing,2/6/85 (#298)*,R1
TELL IT TO THE MARINES,Phrase,2/6/85 (#298)*,R2
WATCHING YOUR WAISTLINE,Phrase,2/6/85 (#298)*,R3
WATCHING YOUR WAISTLINE,Phrase,2/6/85 (#298)*,R3
STEVE MARTIN,Person,2/7/85 (#299)*,R1
GETTING THE MESSAGE ACROSS,Phrase,2/7/85 (#299)*,R2
SYNDICATED COLUMNIST,Occupation,2/7/85 (#299)*,R3
TEARS OF JOY,Things,2/7/85 (#299)*,R4
TEARS OF JOY,Things,2/7/85 (#299)*,R4
IF LOOKS COULD KILL,Phrase,2/8/85 (#300)*,R1
FOUR SCORE AND SEVEN YEARS AGO,Quotation,2/8/85 (#300)*,R2
RAVISHING BEAUTY,Person,2/8/85 (#300)*,R3
RAVISHING BEAUTY,Person,2/8/85 (#300)*,R3
WINDSHIELD WIPERS,Things,5/2/85 (#354),R1
ON A SILVER PLATTER,Phrase,5/2/85 (#354),R2
THERE'S MORE TO THIS THAN MEETS THE EYE,Phrase,5/2/85 (#354),R3
THERE'S MORE TO THIS THAN MEETS THE EYE,Phrase,5/2/85 (#354),R3
STICK OF DYNAMITE,Thing,5/13/85 (#361)*,R1
GAME SHOW HOST,Occupation,5/13/85 (#361)*,R2
GOING OFF THE DEEP END,Phrase,5/13/85 (#361)*,R3
BUFFALO NEW YORK,Place,5/13/85 (#361)*,R4
BUFFALO NEW YORK,Place,5/13/85 (#361)*,R4
SOONER OR LATER,Phrase,5/14/85 (#362)*,R1
ADDING INSULT TO INJURY,Phrase,5/14/85 (#362)*,R2
MY OLD KENTUCKY HOME,Title,5/14/85 (#362)*,R3
MORRIS THE CAT,Thing,5/14/85 (#362)*,R4
MORRIS THE CAT,Thing,5/14/85 (#362)*,R4
MORRIS THE CAT,Thing,5/14/85 (#362)*,R4
A PASSING FANCY,Phrase,12/5/85 (#454),R1
MISSION CONTROL CENTER,Place,12/5/85 (#454),R2
THE THRILL OF VICTORY AND THE AGONY OF DEFEAT,Quotation,12/5/85 (#454),R3
RUBBER BAND,Thing,12/5/85 (#454),R4
RUBBER BAND,Thing,12/5/85 (#454),R4
PRIMA DONNA,Person,3/14/86 (#520),R1
LETTERS TO THE EDITOR,Things,3/14/86 (#520),R2
GOING FROM BAD TO WORSE,Phrase,3/14/86 (#520),R3
HOLY MACKEREL,Phrase,3/14/86 (#520),R4
HOLY MACKEREL,Phrase,3/14/86 (#520),R4
IT'S SO QUIET YOU CAN HEAR A PIN DROP,Phrase,5/5/86 (#551),R1
THE ROAD RUNNER,Fictional Character,5/5/86 (#551),R2
CONSENSUS OF OPINION,Phrase,5/5/86 (#551),R3
NEST EGG,Thing,5/5/86 (#551),R4
NEST EGG,Thing,5/5/86 (#551),R4
AND BABY MAKES THREE,Phrase,10/13/86 (#611)*,R1
THAT'S THE OLDEST TRICK IN THE BOOK,Phrase,10/13/86 (#611)*,R2
SWAMPLAND IN FLORIDA,Place,10/13/86 (#611)*,R3
GAS STATION,Place,10/13/86 (#611)*,BR
OSTRICH FEATHERS,Things,1/5/87 (#661)*,R1
STARK RAVING MAD,Phrase,1/5/87 (#661)*,R2
EUROPEAN VACATION,Even,1/5/87 (#661)*,R3
CLASS RING,Things,1/5/87 (#661)*,BR
OPENING NIGHT JITTERS,Phrase,6/1/87 (#766)*,R1
LOS ANGELES DODGERS,People,6/1/87 (#766)*,R2
BEAUTY BRAINS AND TALENT,Things,6/1/87 (#766)*,R3
FIRST-GRADE TEACHER,Occupation,6/1/87 (#766)*,R4
UNITED STATES AIR FORCE,People,6/1/87 (#766)*,BR
DON'T BE A WET BLANKET,Phrase,10/5/87 (#796),R1
IT'S ALL THE SAME TO ME,Phrase,10/5/87 (#796),R2
MAGICIAN'S ASSISTANT,Occupation,10/5/87 (#796),R3
LIFE'S SIMPLE PLEASURES,Things,10/5/87 (#796),R4
CASH IN YOUR CHIPS,Phrase,10/5/87 (#796),R5
TROUBLEMAKER,Person,10/5/87 (#796),BR
IT'S A MOST UNUSUAL DAY,Title,11/2/87 (#818)*,R1
THE LINCOLN MEMORIAL,Landmark,11/2/87 (#818)*,R2
PERSONALIZED LICENSE PLATES,Things,11/2/87 (#818)*,R3
CHILDREN'S LULLABY,Thing,11/2/87 (#818)*,R4
JUDGE AND JURY,People,11/2/87 (#818)*,R5
BILLINGS MONTANA,Place,11/2/87 (#818)*,BR
RACKING MY BRAIN,Phrase,11/11/87 (#823)*,R1
DETECTIVE AGENCY,Thing,11/11/87 (#823)*,R2
THUMB-SUCKING,Thing,11/11/87 (#823)*,R3
MOUTH-TO-MOUTH RESUSCITATION,Thing,11/11/87 (#823)*,R4
IT HAD TO BE YOU,Title,11/11/87 (#823)*,R5
STEAMSHIP,Thing,11/11/87 (#823)*,BR
BITE-SIZE PIECES,Things,11/12/87 (#824)*,R1
FAMILY DOCTOR,Person,11/12/87 (#824)*,R2
I CAN'T GIVE YOU ANYTHING BUT LOVE BABY,Title,11/12/87 (#824)*,R3
COLLEGE-EDUCATED WOMEN,People,11/12/87 (#824)*,R4
HOUSING DEVELOPMENT,Place,11/12/87 (#824)*,BR
TOKYO JAPAN,Place,12/1/87 (#837)*,R1
SAVING THE BEST FOR LAST,Phrase,12/1/87 (#837)*,R2
FOREIGN CURRENCY,Thing,12/1/87 (#837)*,R3
MAD AS A HATTER,Phrase,12/1/87 (#837)*,R4
PART-TIME WORKERS,People,12/1/87 (#837)*,TB
SKI SEASON,Thing,12/1/87 (#837)*,BR
KNOCK 'EM DEAD,Phrase,12/17/87 (#849),R1
THE WAVE OF THE FUTURE,Phrase,12/17/87 (#849),R2
SKINTIGHT BLUE JEANS,Thing,12/17/87 (#849),R3
BURSTING WITH ENERGY,Phrase,12/17/87 (#849),R4
HEART AND SOUL,Title,12/17/87 (#849),BR
POLLY WANT A CRACKER,Phrase,1/4/88 (#856)*,R1
YOU SHOULD BE ASHAMED OF YOURSELF,Phrase,1/4/88 (#856)*,R2
NEW HAMPSHIRE PRIMARY,Even,1/4/88 (#856)*,R3
BALL-POINT PEN,Thing,1/4/88 (#856)*,R4
OUT OF STEP,Phrase,1/4/88 (#856)*,BR
SUPER BOWL SUNDAY,Even,2/12/88 (#885),R1
BROTHER CAN YOU SPARE A DIME,Title,2/12/88 (#885),R2
DRUGS MOST COMMONLY DISPENSED BY DOCTORS,Things,2/12/88 (#885),R3
THE EMPIRE STRIKES BACK,Title,2/12/88 (#885),R4
ARE YOU THINKING WHAT I'M THINKING,Phrase,2/12/88 (#885),R5
BRASS BAND,People,2/12/88 (#885),BR
CUT OFF WITHOUT A PENNY,Phrase,3/24/88 (#914)*,R1
CHOCOLATE MOUSSE,Thing,3/24/88 (#914)*,R2
DON'T SAY SOMETHING YOU'LL REGRET,Phrase,3/24/88 (#914)*,R3
CAPTAINS COURAGEOUS,Title,3/24/88 (#914)*,R4
THIMBLE,Thing,3/24/88 (#914)*,BR
CURLED UP WITH A GOOD BOOK,Phrase,9/5/88 (#976),R1
DAVID COPPERFIELD,Title,9/5/88 (#976),R2
KANSAS CITY ROYALS,People,9/5/88 (#976),R3
ROAST BEEF AND YORKSHIRE PUDDING,Things,9/5/88 (#976),R4
OPEN YOUR EYES,Phrase,9/5/88 (#976),BR
STARTING PITCHER,Person,9/6/88 (#977),R1
I'VE CREATED A MONSTER,Phrase,9/6/88 (#977),R2
THE LIGHT AT THE END OF THE TUNNEL,Phrase,9/6/88 (#977),R3
MICHAEL AND JESSE JACKSON,Same Name,9/6/88 (#977),R4
LIZA MINNELLI,Person,9/6/88 (#977),BR
YOU'RE PULLING MY LEG,Phrase,9/8/88 (#979),R1
LONG AGO AND FAR AWAY,Title,9/8/88 (#979),R2
ARTFUL DODGER,Fictional Character,9/8/88 (#979),R3
IN ORDER OF IMPORTANCE,Phrase,9/8/88 (#979),R4
PUT ON THE SPOT,Phrase,9/8/88 (#979),BR
KEEPING A LOW PROFILE,Phrase,9/14/88 (#983),R1
ALEXANDER AND GEORGE HAMILTON,Same Name,9/14/88 (#983),R2
BRYANT GUMBEL,Person,9/14/88 (#983),R3
VIDEOCASSETTE RECORDER,Thing,9/14/88 (#983),R4
TOMBSTONE ARIZONA,Place,9/14/88 (#983),BR
WHAT'S THE STORY MORNING GLORY,Quotation,9/20/88 (#987),R1
SHORT-ORDER COOK,Occupation,9/20/88 (#987),R2
OFFENSIVE LANGUAGE,Thing,9/20/88 (#987),R3
RENDERED SPEECHLESS,Phrase,9/20/88 (#987),R4
THE SPIRIT OF ST LOUIS,Title,9/20/88 (#987),BR
DO YOU SOLEMNLY SWEAR,Quotation,9/22/88 (#989),R1
THE ABSOLUTE TRUTH,Phrase,9/22/88 (#989),R2
ELECTRIFYING PERFORMANCE,Thing,9/22/88 (#989),R3
SMOTHERED WITH KISSES,Phrase,9/22/88 (#989),R4
IRATE CUSTOMER,Person,9/22/88 (#989),R5
LION TAMER,Occupation,9/22/88 (#989),BR
HOW I SPENT MY SUMMER VACATION,Phrase,9/27/88 (#992),R1
ALARMING STATISTICS,Things,9/27/88 (#992),R2
POSTHYPNOTIC SUGGESTION,Thing,9/27/88 (#992),R3
UNINSURED MOTORISTS,People,9/27/88 (#992),R4
ON A DIET,Phrase,9/27/88 (#992),BR
THE CUTTING EDGE,Phrase,10/4/88 (#997),R1
IRREGULAR HEARTBEAT,Thing,10/4/88 (#997),R2
TONGUE SANDWICH,Thing,10/4/88 (#997),R3
MORAL MAJORITY,People,10/4/88 (#997),R4
THE VATICAN,Place,10/4/88 (#997),BR
ON A ROLLER COASTER RIDE,Phrase,10/10/88 (#1001)*,R1
SET THE WHEELS IN MOTION,Phrase,10/10/88 (#1001)*,R2
EXCEEDING THE SPEED LIMIT,Phrase,10/10/88 (#1001)*,R3
LUCILLE AND SOCCER BALL,Same Name,10/10/88 (#1001)*,R4
SHORT PERIOD OF TIME,Thing,10/10/88 (#1001)*,R5
THE RED BADGE OF COURAGE,Title,10/10/88 (#1001)*,BR
VIVID IMAGINATION,Thing,10/11/88 (#1002)*,R1
YOU'RE ON SHAKY GROUND,Phrase,10/11/88 (#1002)*,R2
WATERFORD AND BILLY CRYSTAL,Same Name,10/11/88 (#1002)*,R3
NEVER IN A MILLION YEARS,Phrase,10/11/88 (#1002)*,R4
CAMPAIGN MANAGER,Occupation,10/11/88 (#1002)*,BR
AUTUMN IN NEW YORK,Title,10/12/88 (#1003)*,R1
RAKED OVER THE COALS,Phrase,10/12/88 (#1003)*,R2
BOWLING AND TIN PAN ALLEY,Same Name,10/12/88 (#1003)*,R3
LACK OF PERSEVERANCE,Phrase,10/12/88 (#1003)*,R4
QUIET ON THE SET,Phrase,10/12/88 (#1003)*,R5
DIAMOND NECKLACE,Thing,10/12/88 (#1003)*,BR
NEW YORK CABBY,Person,10/13/88 (#1004)*,R1
GOING THE EXTRA MILE,Phrase,10/13/88 (#1004)*,R2
ANNUAL HOUSEHOLD INCOME,Thing,10/13/88 (#1004)*,R3
LISTEN TO REASON,Phrase,10/13/88 (#1004)*,R4
FLOWER CHILDREN,People,10/13/88 (#1004)*,BR
CAUSE FOR CELEBRATION,Phrase,10/25/88 (#1012),R1
PUSHING ALL THE RIGHT BUTTONS,Phrase,10/25/88 (#1012),R2
MIXED GREEN SALAD,Thing,10/25/88 (#1012),R3
YOU ALWAYS WANT WHAT YOU CAN'T HAVE,Phrase,10/25/88 (#1012),R4
FLYING DOWN TO RIO,Title,10/25/88 (#1012),BR
TOM AND JOAN COLLINS,Same Name,10/27/88 (#1014),R1
HANGING GARDENS OF BABYLON,Landmark,10/27/88 (#1014),R2
WALK ON THE WILD SIDE,Title,10/27/88 (#1014),R3
NO NEWS IS GOOD NEWS,Phrase,10/27/88 (#1014),R4
YANKEE DOODLE,Title,10/27/88 (#1014),BR
QUARTER AND CHARLEY HORSE,Same Name,11/2/88 (#1018),R1
STRICTLY CONFIDENTIAL,Phrase,11/2/88 (#1018),R2
A WORD TO THE WISE IS ENOUGH,Quotation,11/2/88 (#1018),R3
ZIGZAGGING ALL OVER THE PLACE,Phrase,11/2/88 (#1018),R4
LUNCH HOUR,Thing,11/2/88 (#1018),BR
PERFECT STRANGERS,Title,11/14/88 (#1026),R1
I'M DOING MY CHRISTMAS SHOPPING EARLY,Phrase,11/14/88 (#1026),R2
DICK CAVETT,Person,11/14/88 (#1026),R3
BARBARA AND THE GARDEN OF EDEN,Same Name,11/14/88 (#1026),R4
JOE NAMATH,Person,11/14/88 (#1026),BR
CHROME-PLATED BUMPER,Thing,11/15/88 (#1027),R1
JANE PAULEY,Person,11/15/88 (#1027),R2
NEW YORK CITY MARATHON,Even,11/15/88 (#1027),R3
PEE-WEE AND WOODY HERMAN,Same Name,11/15/88 (#1027),R4
FOR ME AND MY GAL,Title,11/15/88 (#1027),BR
CHARLTON HESTON,Person,11/16/88 (#1028),R1
IF YOU PLAY YOUR CARDS RIGHT,Phrase,11/16/88 (#1028),R2
JULIUS AND SID CAESAR,Same Name,11/16/88 (#1028),R3
BOY SCOUT JAMBOREE,Even,11/16/88 (#1028),R4
APRICOT,Thing,11/16/88 (#1028),BR
MARILYN MONROE LOOK-ALIKE,Person,11/17/88 (#1029),R1
BORDERS ON THE RIDICULOUS,Phrase,11/17/88 (#1029),R2
PUNCH AND CHORUS LINE,Same Name,11/17/88 (#1029),R3
HIGH SCHOOL FOOTBALL TEAM,People,11/17/88 (#1029),R4
MINK COAT,Thing,11/17/88 (#1029),BR
NEW YORK METS,People,11/18/88 (#1030),R1
BEYOND THE BLUE HORIZON,Title,11/18/88 (#1030),R2
I DIDN'T SLEEP A WINK,Phrase,11/18/88 (#1030),R3
KNOCK-DOWN DRAG-OUT FIGHT,Thing,11/18/88 (#1030),R4
BLANK CHECK,Thing,11/18/88 (#1030),BR
LICKETY-SPLIT,Phrase,11/21/88 (#1031),R1
FOREST AND LONE RANGER,Same Name,11/21/88 (#1031),R2
RADIO CITY MUSIC HALL ROCKETTES,People,11/21/88 (#1031),R3
ANTISMOKING GROUP,People,11/21/88 (#1031),R4
BROADWAY,Place,11/21/88 (#1031),R5
IT'S SHOWTIME,Phrase,11/22/88 (#1032),R1
GIVE ME THREE GOOD REASONS,Phrase,11/22/88 (#1032),R2
LANA AND PANCAKE TURNER,Same Name,11/22/88 (#1032),R3
ERUPTING VOLCANO,Thing,11/22/88 (#1032),R4
SQUASH,Thing,11/22/88 (#1032),BR
LOVE 'EM AND LEAVE 'EM,Phrase,11/23/88 (#1033),R1
STEREOPHONIC SOUND,Thing,11/23/88 (#1033),R2
NEW YORK RANGERS,People,11/23/88 (#1033),R3
SOMETHING IS ROTTEN IN THE STATE OF DENMARK,Quotation,11/23/88 (#1033),R4
COMMUTER TRAFFIC,Thing,11/23/88 (#1033),R5
GOING BANANAS,Phrase,11/23/88 (#1033),BR
AT THE TOP OF THE LIST,Phrase,11/24/88 (#1034),R1
DEBBIE REYNOLDS,Person,11/24/88 (#1034),R2
DOCTOR LAWYER INDIAN CHIEF,Quotation,11/24/88 (#1034),R3
NEW ORLEANS JAZZ,Thing,11/24/88 (#1034),R4
THE HOLIDAY SPIRIT,Phrase,11/24/88 (#1034),BR
KENNY AND ROY ROGERS,Same Name,11/25/88 (#1035),R1
BOOSTER ROCKET,Thing,11/25/88 (#1035),R2
FOR IT'S ONE TWO THREE STRIKES YOU'RE OUT,Quotation,11/25/88 (#1035),R3
TENNESSEE WALKING HORSE,Thing,11/25/88 (#1035),R4
BANK VAULT,Place,11/25/88 (#1035),BR
WINDOW AND BEVERLY SILLS,Same Name,12/19/88 (#1051)*,R1
STRUMMIN' ON THE OLE BANJO,Quotation,12/19/88 (#1051)*,R2
HERD OF ELEPHANTS,Thing,12/19/88 (#1051)*,R3
STRING QUARTET,People,12/19/88 (#1051)*,R4
THE SPACE SHUTTLE DISCOVERY,Thing,12/19/88 (#1051)*,R5
PRICE TAG,Thing,12/19/88 (#1051)*,BR
APPALACIAN MOUNTAINS,Things,12/23/88 (#1055),R1
